Name,Award,Field,State/Country,Year
Dr. Devendra D. Patel,Padma Shri,Medicine,Gujarat,2017
Prof. Madan Madhav Godbole,Padma Shri,Medicine,Uttar Pradesh,2017
Dr. Suhaschandra Vithal Mapuskar (Posthumous) ,Padma Shri,Social Work,Maharashtra,2017
Dr. Mohammed Abdul Waheed,Padma Shri,Medicine,Telangana,2017
Dr. Mukut Minz,Padma Shri,Medicine,Chandigarh,2017
Dr. Narendra Kohli,Padma Shri,Literature and Education,Delhi,2017
Shri Aekka Yadagiri Rao,Padma Shri,Art,Telangana,2017
Dr. Subroto Das,Padma Shri,Medicine,Gujarat,2017
Prof. Ajoy Kumar Ray,Padma Shri,Science and Engineering,West Bengal,2017
Prof. G. Venkatasubbiah,Padma Shri,Literature and Education,Karnataka,2017
Prof. Harkishan  Singh,Padma Shri,Medicine,Chandigarh,2017
Shri  Arun Kumar Sharma,Padma Shri,Others,Chhattisgarh,2017
Shri  Balbir Dutt,Padma Shri,Literature and Education,Jharkhand,2017
Shri  Chandrakant  Pithawa,Padma Shri,Science and Engineering,Telangana,2017
Shri  Hasmukh(H.R.)Shah,Padma Shri,Literature and Education,USA,2017
Prof.  Jitendra Nath Goswami,Padma Shri,Science and Engineering,Gujarat,2017
Shri  Kailash Kher,Padma Shri,Art,Maharashtra,2017
Shri  Michel Danino,Padma Shri,Literature and Education,Tamil Nadu,2017
Shri  Punam Suri,Padma Shri,Literature and Education,Delhi,2017
Shri  Sadhu Meher,Padma Shri,Art,Odisha,2017
Shri  Sanjeev Surendra Kapoor,Padma Shri,Others,Maharashtra,2017
Shri  Shekar Naik Lachma,Padma Shri,Sports,Karnataka,2017
Dr.  T K  Viswanathan,Padma Shri,Civil Service,Haryana,2017
Shri  Tilak Gitai,Padma Shri,Art,Rajasthan,2017
Shri  Viharidas Gopaldas Patel,Padma Shri,Literature and Education,Gujarat,2017
Shri  Virat  Kohli,Padma Shri,Sports,Haryana,2017
Shri Akkitham Achyuthan Nambudiri,Padma Shri,Literature and Education,Kerala,2017
Prof Anant Agarwal,Padma Shri,Literature and Education,USA,2017
Shri Dattatrey Narayan alias Appasaheb  Dharmadhikari,Padma Shri,Social Work,Maharashtra,2017
Shri Asoke Kumar Bhattacharyya (Posthumous),Padma Shri,Others,West Bengal,2017
Shri Bipin Ganatra,Padma Shri,Social Work,West Bengal,2017
Shri Birkha Bahadur Subba Muringla,Padma Shri,Literature and Education,Sikkim,2017
Shri Chamu Krishna Shastry,Padma Shri,Literature and Education,Delhi,2017
Shri Chemancheri Kunhiraman Nair,Padma Shri,Art,Kerala,2017
Shri Chintakindi Mallesham,Padma Shri,Science and Engineering,Telangana,2017
Shri Daripalli Ramaiah,Padma Shri,Social Work,Telangana,2017
Shri Genabhai Darghabhai Patel,Padma Shri,Others,Gujarat,2017
Shri Girish Bhardwaj,Padma Shri,Social Work,Karnataka,2017
Dr. Harihar Kripalu Tripathi,Padma Shri,Literature and Education,Uttar Pradesh,2017
Dr. Jitendra  Haripal,Padma Shri,Art,Odisha,2017
Shri Kanwal Sibal,Padma Shri,Civil Service,Delhi,2017
Shri Karimul  Hak,Padma Shri,Social Work,West Bengal,2017
Dr. Kashinath Pandit,Padma Shri,Literature and Education,Jammu & Kashmir,2017
Pt. Krishna Ram Choudhary,Padma Shri,Art,Uttar Pradesh,2017
Shri Laishram Birendrakumar Singh,Padma Shri,Art,Manipur,2017
Shri Mariyappan T,Padma Shri,Sports,Tamil Nadu,2017
Shri Mohan Reddy Venkat Rama Bodanapu,Padma Shri,Trade and Industry,Telangana,2017
Shri Mukund Nayak,Padma Shri,Art,Jharkhand,2017
Shri Shreejesh P R,Padma Shri,Sports,Kerala,2017
Shri Purushottam Upadhyay,Padma Shri,Art,Maharashtra,2017
Shri T K Murthy,Padma Shri,Art,Tamil Nadu,2017
Shri Tripuraneni Hanuman Chowdary,Padma Shri,Civil Service,Telangana,2017
Shri Vikas Shive Gowda,Padma Shri,Sports,Karnataka,2017
Shri Vishnu Pandya,Padma Shri,Literature and Education,Gujarat,2017
Shri Wareppa Naba ,Padma Shri,Art,Manipur,2017
Dr.  Anuradha  Paudwal,Padma Shri,Art,Maharashtra,2017
Ms. Anuradha Koirala ,Padma Shri,Social Work,Nepal,2017
Smt. Aruna Mohanty,Padma Shri,Art,Odisha,2017
Smt. Baoa Devi,Padma Shri,Art,Bihar,2017
Smt. Basanti Bisht,Padma Shri,Art,Uttarakhand,2017
Dr. Bharathi Vishnuvardhan,Padma Shri,Art,Karnataka,2017
Ms. Bhawana Somaaya,Padma Shri,Literature and Education,Maharashtra,2017
Ms. Deepa Malik,Padma Shri,Sports,Haryana,2017
Ms. Dipa Karmakar,Padma Shri,Sports,Tripura,2017
Ms. Eli Ahmed,Padma Shri,Literature and Education,Assam,2017
Smt. Meenakshi P,Padma Shri,Others,Kerala,2017
Kumari Nivedita Raghunath Bhide,Padma Shri,Social Work,Tamil Nadu,2017
Smt. Parassala B Ponnammal,Padma Shri,Art,Kerala,2017
Ms. Sakshi Malik,Padma Shri,Sports,Haryana,2017
Smt. Sukri. Bommu Gouda,Padma Shri,Art,Karnataka,2017
Prof. Suniti Solomon (Posthumous),Padma Shri,Medicine,Tamil Nadu,2017
Dr.(Smt.) Vega Koteswaramma,Padma Shri,Literature and Education,Andhra Pradesh,2017
 Shri Ilaiyaraaja,Padma Vibhushan,Art,Tamil Nadu,2018
 Ustad Ghulam Mustafa Khan ,Padma Vibhushan,Art,Maharashtra,2018
Shri P Parameswaran,Padma Vibhushan,Literature and Education,Kerala ,2018
Shri Pankaj Advani,Padma Bhushan,Sports,Karnataka,2018
Dr. Philipose Mar Chrysostom Mar Thoma Valiya Metropolitan,Padma Bhushan,Others,Kerala,2018
Shri Mahendra Singh Dhoni ,Padma Bhushan,Sports,Jharkhand,2018
Dr. Ramachandran Nagaswamy,Padma Bhushan,Others,Tamil Nadu,2018
Shri Laxman Pai,Padma Bhushan,Art,Goa,2018
Pandit Arvind Parikh,Padma Bhushan,Art,Maharashtra,2018
Dr.(Smt.) Sharda Sinha,Padma Bhushan,Art,Bihar,2018
 His Excellency Alexander Kadakin (Posthumous),Padma Bhushan,Public Affairs, Russia,2018
Prof Ved Prakash Nanda ,Padma Bhushan,Literature and Education,USA,2018
Shri Yogendra ,Padma Shri,Art,Uttar Pradesh,2018
Dr.(Smt.)Rani Bang and Dr. Abhay Bang (Duo),Padma Shri,Medicine,Maharashtra,2018
Shri Damodar Ganesh Bapat,Padma Shri,Social Work,Chhattisgarh,2018
Shri Prafulla Govinda Baruah,Padma Shri,Literature and Education,Assam,2018
Shri Mohan Swaroop Bhatia ,Padma Shri,Art,Uttar Pradesh,2018
Shri Sudhanshu Biswas,Padma Shri,Social Work,West Bengal,2018
Ms. Saikhom Mirabai Chanu ,Padma Shri,Sports,Manipur,2018
Pandit Shyamlal Chaturvedi,Padma Shri,Literature and Education,Chhattisgarh,2018
 Smt. L.Subadani Devi ,Padma Shri,Art,Manipur,2018
 Shri Somdev Kishore Devvarman ,Padma Shri,Sports,Tripura,2018
 Dr. Yeshi Dhonden ,Padma Shri,Medicine,Himachal Pradesh,2018
Shri Arup Kumar Dutta ,Padma Shri,Literature and Education,Assam,2018
 Dr. Doddarangegowda ,Padma Shri,Art,Karnataka,2018
 Shri Arvind Kumar Gupta ,Padma Shri,Literature and Education,Maharashtra,2018
 Prof. Digamber Hansda ,Padma Shri,Literature and Education,Jharkhand,2018
 Shri M. Piyongtemjen Jamir,Padma Shri,Literature and Education,Nagaland,2018
 Smt Sitavva Dundappa Jodatti ,Padma Shri,Social Work,Karnataka,2018
Smt. Malti Joshi ,Padma Shri,Literature and Education,Madhya Pradesh,2018
 Shri Manoj Navneet Joshi ,Padma Shri,Art,Maharashtra,2018
Shri Rameshwarlal Kabra,Padma Shri,Trade and Industry,Maharashtra,2018
Shri Pran Kishore Kaul ,Padma Shri,Art,Jammu and Kashmir ,2018
 Shri Vijay Kumar Kichlu ,Padma Shri,Art,West Bengal,2018
 Smt. Lekshmikutty ,Padma Shri,Medicine,Kerala,2018
 Dr.(Ms.) Joyshree Goswami Mahanta,Padma Shri,Literature and Education,Assam,2018
 Shri Narayan Das,Padma Shri,Others,Rajasthan,2018
 Shri Pravakar Maharana ,Padma Shri,Art,Odisha,2018
 Shri Zaverilal Dalpatram Mehta,Padma Shri,Literature and Education,Gujarat,2018
Shri Dr. Krishna Bihari Mishra,Padma Shri,Literature and Education,West Bengal,2018
 Shri Sissir Purushottam Mishra,Padma Shri,Art,Maharashtra,2018
 Smt. Subasini Mistry ,Padma Shri,Social Work,West Bengal,2018
 Dr. Keshavrao Sadashivshastri Musalgaonkar,Padma Shri,Literature and Education,Madhya Pradesh,2018
 Smt. V Nanammal ,Padma Shri,Others,Tamil Nadu,2018
 Dr. (Smt.) Sulagitti Narasamma ,Padma Shri,Social Work,Karnataka,2018
Smt. Vijayalakshmi Navaneetha Krishnan,Padma Shri,Art,Tamil Nadu,2018
 Shri Gobardhan Panika ,Padma Shri,Art,Odisha,2018
 Shri Bhabani Charan Pattanaik ,Padma Shri,Public Affairs,Odisha,2018
 Shri Murlikant Rajaram Petkar,Padma Shri,Sports,Maharashtra,2018
Dr. M R Rajagopal,Padma Shri,Medicine,Kerala,2018
Prof. Chandrasekhar Rath (Posthumous),Padma Shri,Literature and Education,Odisha,2018
 Shri Satyanarayansingh Shivsinghji Rathore,Padma Shri,Civil Service,Gujarat,2018
Shri Amitava Roy,Padma Shri,Science and Engineering,West Bengal,2018
Dr.R Sathyanarayana ,Padma Shri,Art,Karnataka,2018
Most Venerable Dr. Nguyen Tien Thien,Padma Shri,Others,Vietnam,2018
 Dr. Pankaj Manubhai Shah ,Padma Shri,Medicine,Gujarat,2018
Prof. Bhagirath Prasad Tripathi ‘Vagish Shastri’,Padma Shri,Literature and Education,Uttar Pradesh,2018
Shri Bhajju Shyam ,Padma Shri,Art,Madhya Pradesh,2018
" Shri Maharao Raghuveer Singh, Sirohi",Padma Shri,Literature and Education,Rajasthan,2018
Shri Kidambi Srikanth ,Padma Shri,Sports,Andhra Pradesh,2018
 Shri Ibrahim Nabisaheb Sutar,Padma Shri,Art,Karnataka,2018
Smt. Lentina Ao Thakkar ,Padma Shri,Social Work,Nagaland,2018
 Dr. Vikram Chandra Thakur ,Padma Shri,Science and Engineering,Uttarakhand,2018
Dr. Rudrapatnam Narayanaswamy Tharanathan  and Shri Rudrapatnam Narayanaswamy Thyagarajan (Duo),Padma Shri,Art,Karnataka,2018
Prof. Rajagopalan Vasudevan,Padma Shri,Science and Engineering,Tamil Nadu,2018
 Shri Manas Bihari Verma ,Padma Shri,Science and Engineering,Bihar,2018
Dr. Gangadhar Vithobaji Pantawane ,Padma Shri,Literature and Education,Maharashtra,2018
 Shri Romulus Whitaker ,Padma Shri,Others,Tamil Nadu,2018
Shri A Zakia,Padma Shri,Literature and Education,Mizoram,2018
 Shri Jose Ma. A. Concepcion III ,Padma Shri,Trade and Industry,Philippines,2018
 Shri Datuk Ramli Ibrahim,Padma Shri,Art,Malaysia,2018
Shri Anwar Ahmad alias Anwar Jalalpuri (Posthumous) ,Padma Shri,Literature and Education,Uttar Pradesh,2018
 Shri Bounlap Keokangna ,Padma Shri,Others,Laos,2018
 Prof. Tommy Koh,Padma Shri,Public Affairs,Singapore,2018
 His Excellency Shri Hun Many,Padma Shri,Public Affairs,Cambodia,2018
 Ms. Nouf Almarwaai,Padma Shri,Others,Saudi Arabia,2018
 Prof. Tomio Mizokami,Padma Shri,Literature and Education,Japan,2018
 His Holiness Shri Somdet Phra Ariyavamsagatanana,Padma Shri,Others,Thailand,2018
 Dr. Thant Myint-U,Padma Shri,Public Affairs,Myanmar,2018
 Shri Bapak Nyoman Nuarta,Padma Shri,Art,Indonesia,2018
Shri Malai Haji Abdullah Bin Malai Haji Othman,Padma Shri,Social Work,Brunei Darussalam ,2018
 Prof. Habibullo Rajabov ,Padma Shri,Literature and Education,Tajikistan,2018
 Shri Sampat Tukaram Ramteke (Posthumous),Padma Shri,Social Work,Maharashtra,2018
Dr. Sanduk Ruit,Padma Shri,Medicine,Nepal,2018
 Shri Nanaji Deshmukh (Posthumous),Bharat Ratna,Social Work,Maharashtra,2019
 Dr. Bhupen Hazarika (Posthumous),Bharat Ratna,Art,Assam,2019
Shri Pranab Mukherjee,Bharat Ratna,Public Affairs,Delhi,2019
Dr.(Smt.)Teejan Bai,Padma Vibhushan,Art,Chhattisgarh,2019
His Excellency Shri Ismail Omar Guelleh,Padma Vibhushan,Public Affairs,Djibouti,2019
Shri Anilkumar Manibhai Naik,Padma Vibhushan,Trade and Industry,Maharashtra,2019
Shri Babasaheb alias Balwant Moreshwar Purandare,Padma Vibhushan,Art,Maharashtra,2019
Shri John Chambers,Padma Bhushan,Trade and Industry,USA,2019
Sardar Sukhdev Singh Dhindsa,Padma Bhushan,Public Affairs,Punjab,2019
Shri Pravin Jamnadas Gordhan,Padma Bhushan,Public Affairs,South Africa,2019
Mahashay Dharam Pal Gulati,Padma Bhushan,Trade and Industry,Delhi,2019
Shri Darshan Lal Jain,Padma Bhushan,Social Work,Haryana,2019
Dr. Ashok Laxmanrao Kukade,Padma Bhushan,Medicine,Maharashtra,2019
Shri Budhaditya Mukherjee,Padma Bhushan,Art,West Bengal,2019
Shri Kariya Munda,Padma Bhushan,Public Affairs,Jharkhand,2019
Shri Viswanathan Mohanlal,Padma Bhushan,Art,Kerala,2019
Shri Sankaralingam Nambi Narayanan,Padma Bhushan,Science and Engineering,Kerala,2019
Shri Kuldip Nayar (Posthumous),Padma Bhushan,Literature and Education,Delhi,2019
Ms. Bachendri Pal,Padma Bhushan,Sports,Uttarakhand,2019
Shri Vijay Krishan Shunglu,Padma Bhushan,Civil Service,Delhi,2019
Shri Hukumdev Narayan Yadav,Padma Bhushan,Public Affairs,Bihar,2019
Prof. Rajeshwar Acharya,Padma Shri,Art,Uttar Pradesh,2019
Shri Bangaru Adigalar,Padma Shri,Others,Tamil Nadu,2019
Shri Ilias Ali,Padma Shri,Medicine,Assam,2019
Shri Manoj Bajpayee,Padma Shri,Art,Maharashtra,2019
Shri Uddhab Kumar Bharali,Padma Shri,Science and Engineering,Assam,2019
Dr. Omesh Kumar Bharti,Padma Shri,Medicine,Himachal Pradesh,2019
Shri Pritam Bhartwan,Padma Shri,Art,Uttarakhand,2019
Shri Jyoti Manshanker Bhatt,Padma Shri,Art,Gujarat,2019
Prof. Dilip Chakrabarti,Padma Shri,Others,Delhi,2019
Dr. Mammen Chandy,Padma Shri,Medicine,West Bengal,2019
Shri Swapan Chaudhuri,Padma Shri,Art,USA,2019
Shri Kanwal Singh Chauhan,Padma Shri,Others,Haryana,2019
Shri Sunil Chhetri,Padma Shri,Sports,Telangana,2019
Shri Dinyar R Contractor,Padma Shri,Art,Maharashtra,2019
Smt. Muktaben Pankajkumar Dagli,Padma Shri,Social Work,Gujarat,2019
 Shri Babulal Dahiya,Padma Shri,Others, Madhya Pradesh ,2019
Shri Thanga Darlong,Padma Shri,Art,Tripura,2019
Prabhu Deva,Padma Shri,Art,Tamil Nadu,2019
Smt. Raj Kumari,Padma Shri,Others,Bihar,2019
Smt. Bhagirathi Devi,Padma Shri,Public Affairs,Bihar,2019
Dr. Baldev Singh Dhillon,Padma Shri,Science and Engineering,Punjab,2019
Smt. Harika Dronavalli,Padma Shri,Sports,Andhra Pradesh,2019
Smt. Godawari Dutta,Padma Shri,Art,Bihar,2019
Shri Gautam Gambhir,Padma Shri,Sports,Delhi,2019
Ms. Droupadi Ghimiray,Padma Shri,Social Work,Sikkim,2019
Prof. Rohini Madhusudan Godbole,Padma Shri,Science and Engineering,Karnataka,2019
Prof. Sandeep Guleria,Padma Shri,Medicine,Delhi,2019
Dr. P.S. Hardia,Padma Shri,Medicine,Madhya Pradesh,2019
Shri Bulu Imam,Padma Shri,Social Work,Jharkhand,2019
Ms. Friederike Irina Bruning,Padma Shri,Social Work,Germany,2019
Shri Joravarsinh Danubhai Jadav,Padma Shri,Art,Gujarat,2019
Dr. Subrahmanyam Jaishankar,Padma Shri,Civil Service,Delhi,2019
Shri Narsingh Dev Jamwal,Padma Shri,Literature and Education,Jammu and Kashmir,2019
Shri Fayaz Ahmad Jan,Padma Shri,Art,Jammu and Kashmir,2019
Shri Kadamputharamadom Gopalan Thanthri Jayan,Padma Shri,Art,Kerala,2019
Dr. Subhash Kak,Padma Shri,Science and Engineering,USA,2019
Shri Sharath Kamal Achanta,Padma Shri,Sports,Tamil Nadu,2019
Dr. Rajani Kant,Padma Shri,Social Work,Uttar Pradesh,2019
Prof. Sudam Laxman Kate,Padma Shri,Medicine,Maharashtra,2019
Prof. Waman Kendre,Padma Shri,Art,Maharashtra,2019
Shri Kader Khan (Posthumous),Padma Shri,Art,Canada,2019
Shri Abdul Gaful Khatri,Padma Shri,Art,Gujarat,2019
Dr. Ravindra Deorao Kolhe and Dr. Smita Ravindra Kolhe (Duo),Padma Shri,Medicine,Maharashtra,2019
Smt. L. Bombayla Devi,Padma Shri,Sports,Manipur,2019
Shri Kailash Madbaiya,Padma Shri,Literature and Education,Madhya Pradesh,2019
Shri Ramesh Baba Maharaj,Padma Shri,Social Work,Uttar Pradesh,2019
Vallabhbhai Vasrambhai Marvaniya,Padma Shri,Others,Gujarat,2019
Prof. Shadab Mohammad,Padma Shri,Medicine,Uttar Pradesh,2019
Shri Muhammed K K,Padma Shri,Others,Kerala,2019
Prof. (Dr.) Shyama Prasad Mukherjee,Padma Shri,Medicine,Jharkhand,2019
Shri Daitari Naik,Padma Shri,Social Work,Odisha,2019
Shri Shankar Mahadevan Narayan,Padma Shri,Art,Maharashtra,2019
Shri Shantanu Narayen,Padma Shri,Trade and Industry,USA,2019
Dr. Narthaki Nataraj,Padma Shri,Art,Tamil Nadu Pradesh,2019
Dr. Tsering Norboo,Padma Shri,Medicine,Jammu and Kashmir,2019
Shri Anup Ranjan Pandey,Padma Shri,Art,Chhattisgarh,2019
Shri Jagdish Prasad Pareek,Padma Shri,Others,Rajasthan,2019
Shri Ganpat I. Patel,Padma Shri,Literature and Education,USA,2019
Dr. Bimal Hasmukh Patel,Padma Shri,Others,Gujarat,2019
Shri Hukumchand Patidar,Padma Shri,Others,Rajasthan,2019
Shri Harvinder Singh Phoolka,Padma Shri,Public Affairs,Punjab,2019
Smt. Chinnapillai,Padma Shri,Social Work,Tamil Nadu,2019
Smt. Tao Porchon-Lynch,Padma Shri,Others,USA,2019
Smt. Kamala Pujari,Padma Shri,Others,Odisha,2019
Shri Bajrang Punia,Padma Shri,Sports,Haryana,2019
Dr. Jagat Ram,Padma Shri,Medicine,Chandigarh,2019
Dr. R V Ramani,Padma Shri,Medicine,Tamil Nadu,2019
Shri Devarapalli Prakash Rao,Padma Shri,Social Work,Odisha,2019
Shri Anup Sah,Padma Shri,Art,Uttarakhand,2019
Ms. Milena Salvini,Padma Shri,Art,France,2019
Shri Nagindas Sanghavi,Padma Shri,Literature and Education,Gujarat,2019
Shri Sirivennela Seetharama Sastry Chembolu,Padma Shri,Art,Telangana,2019
Shri Sayyad Shabbir alias Chabbu Sayyad Budhan,Padma Shri,Social Work,Maharashtra,2019
Shri Mahesh Sharma,Padma Shri,Social Work,Madhya Pradesh,2019
Dr. Mohammad Hanif Khan Shastri,Padma Shri,Literature and Education,Delhi,2019
Prof. Brijesh Kumar Shukla,Padma Shri,Literature and Education,Uttar Pradesh,2019
Shri Narender Singh,Padma Shri,Others,Haryana,2019
Ms. Prashanti Singh,Padma Shri,Sports,Uttar Pradesh,2019
Shri Sultan Singh,Padma Shri,Others,Haryana,2019
Shri Jyotinivas Kumar Sinha,Padma Shri,Social Work,Bihar,2019
Shri Anandan Sivamani,Padma Shri,Art,Tamil Nadu,2019
Prof. Sharada Srinivasan,Padma Shri,Others,Karnataka,2019
Shri Devendra Swarup (Posthumous),Padma Shri,Literature and Education,Uttar Pradesh,2019
Shri Ajay Thakur,Padma Shri,Sports,Himachal Pradesh,2019
Shri Rajeev Taranath,Padma Shri,Art,Karnataka,2019
Smt. Saalumarada Thimmakka,Padma Shri,Social Work,Karnataka,2019
Smt. Jamuna Tudu,Padma Shri,Social Work,Jharkhand,2019
Shri Bharat Bhushan Tyagi,Padma Shri,Others,Uttar Pradesh,2019
Prof. (Dr.) Ramaswami Venkataswami,Padma Shri,Medicine,Tamil Nadu,2019
Shri Ram Saran Verma,Padma Shri,Others,Uttar Pradesh,2019
Brahmasree Visudhananda Swami,Padma Shri,Others,Kerala,2019
Shri Heera  Lal Yadav,Padma Shri,Art,Uttar Pradesh,2019
Shri Yadlapalli Venkateswara Rao ,Padma Shri,Others,Andhra Pradesh,2019
Shri George Fernandes (Posthumous),Padma Vibhushan,Public Affairs,Bihar,2020
Shri Arun Jaitley (Posthumous),Padma Vibhushan,Public Affairs,Delhi,2020
Sir Anerood Jugnauth GCSK,Padma Vibhushan,Public Affairs,Mauritius,2020
Smt. M. C. Mary Kom,Padma Vibhushan,Sports,Manipur,2020
Shri Chhannulal Mishra,Padma Vibhushan,Art,Uttar Pradesh,2020
Smt. Sushma Swaraj (Posthumous),Padma Vibhushan,Others,Delhi,2020
Sri Vishveshateertha Swamiji Sri Pejavara Adhokhaja Matha Udupi  (Posthumous),Padma Vibhushan,Others,Karnataka,2020
Shri M. Mumtaz Ali (Sri M),Padma Bhushan,Others,Kerala,2020
Shri Syed Muazzem Ali (Posthumous),Padma Bhushan,Public Affairs,Bangladesh,2020
Shri Muzaffar Hussain Baig,Padma Bhushan,Public Affairs,Jammu and Kashmir,2020
Shri Ajoy Chakrabarty,Padma Bhushan,Art,West Bengal,2020
Shri Manoj Das,Padma Bhushan,Literature and Education,Puducherry,2020
Shri Balkrishna Doshi,Padma Bhushan,Others,Gujarat,2020
Ms. Krishnammal Jagannathan,Padma Bhushan,Social Work,Tamil Nadu,2020
Shri S. C. Jamir,Padma Bhushan,Public Affairs,Nagaland,2020
Shri Anil Prakash Joshi,Padma Bhushan,Social Work,Uttarakhand,2020
Dr. Tsering Landol,Padma Bhushan,Medicine,Ladakh,2020
Shri Anand Mahindra,Padma Bhushan,Trade and Industry,Maharashtra,2020
Shri Neelakanta Ramakrishna Madhava Menon (Posthumous),Padma Bhushan,Public Affairs,Kerala,2020
Shri Manohar Gopalkrishna Prabhu Parrikar (Posthumous),Padma Bhushan,Public Affairs,Goa,2020
Prof. Jagdish Sheth,Padma Bhushan,Literature and Education,USA,2020
Ms. P. V. Sindhu,Padma Bhushan,Sports,Telangana,2020
Shri Venu Srinivasan,Padma Bhushan,Trade and Industry,Tamil Nadu,2020
Guru Shashadhar Acharya,Padma Shri,Art,Jharkhand,2020
Dr. Yogi Aeron,Padma Shri,Medicine,Uttarakhand,2020
Shri Jai Prakash Agarwal,Padma Shri,Trade and Industry,Delhi,2020
Shri Jagdish Lal Ahuja,Padma Shri,Social Work,Punjab,2020
Kazi Masum Akhtar,Padma Shri,Literature and Education,West Bengal,2020
Ms. Gloria Arieira,Padma Shri,Literature and Education,Brazil,2020
Khan Zaheerkhan Bakhtiyarkhan,Padma Shri,Sports,Maharashtra,2020
Dr. Padmavathy Bandopadhyay,Padma Shri,Medicine,Uttar Pradesh,2020
Dr. Sushovan Banerjee,Padma Shri,Medicine,West Bengal,2020
Dr. Digambar Behera ,Padma Shri,Medicine,Chandigarh,2020
Dr. Damayanti Beshra,Padma Shri,Literature and Education,Odisha,2020
Shri Pawar Popatrao Bhaguji,Padma Shri,Social Work,Maharashtra,2020
Shri Himmata Ram Bhambhu,Padma Shri,Social Work,Rajasthan,2020
Shri Sanjeev Bikhchandani,Padma Shri,Trade and Industry,Uttar Pradesh,2020
Shri Gafurbhai M. Bilakhia,Padma Shri,Trade and Industry,Gujarat,2020
Shri Bob Blackman,Padma Shri,Public Affairs,United Kingdom,2020
Ms. Indira P. P. Bora,Padma Shri,Art,Assam,2020
Shri Madan Singh Chauhan,Padma Shri,Art,Chhattisgarh,2020
Ms. Usha Chaumar,Padma Shri,Social Work,Rajasthan,2020
Shri Lil Bahadur Chettri,Padma Shri,Literature and Education,Assam,2020
Ms. Lalitha & Ms. Saroja Chidambaram (Duo),Padma Shri,Art,Tamil Nadu,2020
Dr. Vajira Chitrasena,Padma Shri,Art,Sri Lanka,2020
Dr. Purushottam Dadheech,Padma Shri,Art,Madhya Pradesh,2020
Shri Utsav Charan Das ,Padma Shri,Art,Odisha,2020
Prof. Indra Dassanayake (Posthumous),Padma Shri,Literature and Education,Sri Lanka,2020
Shri H. M. Desai ,Padma Shri,Literature and Education,Gujarat,2020
Shri Manohar Devadoss,Padma Shri,Art,Tamil Nadu,2020
Ms. Oinam Bembem Devi,Padma Shri,Sports,Manipur,2020
Ms. Lia Diskin,Padma Shri,Social Work,Brazil,2020
Shri M. P. Ganesh,Padma Shri,Sports,Karnataka,2020
Dr. Bangalore Gangadhar,Padma Shri,Medicine,Karnataka,2020
Dr. Raman Gangakhedkar,Padma Shri,Science and Engineering ,Maharashtra,2020
Shri Barry Gardiner,Padma Shri,Public Affairs,United Kingdom,2020
Shri Chewang Motup Goba,Padma Shri,Trade and Industry,Ladakh,2020
Shri Bharat Goenka,Padma Shri,Trade and Industry,Karnataka,2020
Shri Yadla Gopalarao,Padma Shri,Art,Andhra Pradesh,2020
Shri Mitrabhanu Gountia,Padma Shri,Art,Odisha,2020
Ms. Tulasi Gowda,Padma Shri,Social Work,Karnataka,2020
Shri Sujoy K. Guha,Padma Shri,Science and Engineering ,Bihar,2020
